Shop Name,Official Business Name,Address,Telephone,Fax,E-mail,Website
Bolte,Bolte GmbH & Co. KG,OstertorstraÃŸe 48 26670 Uplengen,+49495692550,+494956925561,spielwaren@bolte-remels.de,http://www.bolte-remels.de
Baby Fachmarkt Grochowina,Fachmarkt Grochowina GmbH Happy Baby Pfaffenhofen,RaiffeisenstraÃŸe 20 85276 Pfaffenhofen,+49844184642,+4984411012,grochowina@t-online.de,http://www.happybaby-pfaffenhofen.de
schreiben-spielen-lesen LÃ¼bben,LÃ¼bben schreiben-spielen-lesen Inh. Uwe LÃ¼bben,Bohlenberger StraÃŸe 8 26340 Zetel,+494453938170,+494453938171,info@luebben-zetel.de,http://www.luebben-zetel.de
Foto u. Geschenke Blohm,Hans-Hermann Blohm Inh. Heinz-Peter Blohm e.K.,Butjadinger StraÃŸe 57 26969 Butjadingen-Burhave,+494733239,+4947338103,m040026969000@yahoo.com,
W. Collmer,Wilhelm Collmer Inhaberin Pauline Collmer,KirchstraÃŸe 2 72574 Bad Urach,+49071258551,+4971257671,wcollmer@aol.com,
Lieblingsspiel,Marnau Spiele UG (haftungsbeschrÃ¤nkt),Oldesloer StraÃŸe 11-13 23795 Bad Segeberg,+4945519011773,,info@spielzeugladen-bad-segeberg.de,https://spielzeugladen-bad-segeberg.de/
GÃ¤nÃŸlen,Spielwaren GÃ¤nÃŸlen Inhaber JÃ¼rgen GÃ¤nÃŸlen e.K.,Herdbrucker StraÃŸe 4 89073 Ulm,+4973162769,+497316021794,gaensslen-ulm@t-online.de,http://www.spielwaren-gaensslen.business.site
Balocci Hier sind die Spiele,Buchhandlung Eugen Lachenmann KG Balocci Buch / SpielwarenfachgeschÃ¤,Hofstattstrasse 16 72764 Reutlingen,+4971213474442,+4971213474443,info@echaz-buchhandlung.com,http://www.balocci.de
SteinelÃ¤dle,SteinelÃ¤dle - Inh. Stefan Sauter,MuseumstraÃŸe 12 72764 Reutlingen,+4971217904989,,kontakt@steinelaedle.de,https://www.steinelaedle.de/
Hoppala Babyausstattung,Neher A. Hoppala-Baby Inh. Andreas Neher,Wegener StraÃŸe 2 89231 Neu-Ulm,+4973187400,+4973187447,info@neher-hoppala.de,http://www.neher-hoppala.de
Brechter Saathoff,Saathoff Brechter,Westerwieke 125 26802 Moormerland,+49495495750,+494954957519,info@luebbe-saathoff.de,
Augsburger Lokschuppen,Augsburger Lokschuppen GmbH Ihr FachgeschÃ¤ft fÃ¼r Modelleisenbah,GÃ¶gginger StraÃŸe 110 86199 Augsburg,+49821571030,+49821571045,info@augsburger-lokschuppen.de,http://www.augsburger-lokschuppen.de
KrÃ¤nzle's  Spielzeugkiste,KrÃ¤nzle Splz.-Kiste Inh. Thomas Rainer KrÃ¤nzle,Berliner StraÃŸe 9 89250 Senden,+49730732530,+49730732530,tkraenzle@web.de,
Welkoop,Heino Retail B.V. Welkoop Heino,Marktstraat 62 8141 GC Heino,+3172391218,,heino@welkoop.com,https://www.welkoop.nl/winkels/heino
Let's do it....Spielwaren & Co,Let's do it....Spielwaren & Co. Inh. Marco Schmidt,Burger StraÃŸe 9 25693 St. Michaelisdonn,+494853880417,+494853880419,vedes@lets-do-it.de,http://www.lets-do-it.de
Janssen + Kruse GmbH & Co.KG,Janssen + Kruse GmbH & Co. KG,Petkumer StraÃŸe 209 26725 Emden,+49492195810,+494921958148,dennis.michaelis@janssenundkruse.de,http://www.janssenundkruse.de
toypro,TOY PRO B.V.,Pannenweg 109 b 6031 RK Nederweert,+3195546296,,info@toypro.nl,http://www.toypro.nl
Ideen fÃ¼r Kids,Susanne Sprauer Ideen fÃ¼r Kids,Am Markt 8 77855 Achern,+4978411008,+4978411009,ideenfuerkids@web.de,
MASSEN enjoy shopping,Massen S.A. Spielwaren,24 Op der Haart 9999 Wemperhardt,+3526901,+3526901300,massen@massen.lu,http://www.massen.lu
MÃ¼ller' s Hobbymarkt,Hobbymarkt Georg MÃ¼ller Inh. Georg MÃ¼ller e.K.,Ritzweg 71 26624 SÃ¼dbrookmerland,+494941998105,+494941998107,hobbymarkt@gmx.de,http://www.hobbymarkt.com
Grand Bazar Diekirch S.a.r.L,Grand Bazar Diekirch SARL,"19, Grand-Rue 9240 Diekirch",+35209325,,bazar.diekirch@gmail.com,
Schreibwaren Matthias BÃ¶hmer,Schreibwaren Matthias BÃ¶hmer,KirchenstraÃŸe 8 82194 GrÃ¶benzell,+4981429320,+4981422846077,Schreibwaren-boehmer@t-online.de,http://www.spielwaren-reindl.de
Rischette,Rischette S.a.r.l.,4 Route de Luxembourg 6130 Junglinster,+352788331,+352788161,info@rischette.lu,http://www.rischette.lu
LEONI - ELS S.a.r.L.,LEONI-ELS SARL,98 Grand-rue 9051 Ettelbruck,+352812284,+352816208,lucky39@hotmail.com,http://www.leoni-els.lu
Electronic-Shop S.a.r.L.,Electronic-Shop S.A.R.L.,141 Route de Treves 6940 Niederanven,+352694641,+3526946464,info@electronic-shop.lu,http://www.electronic-shop.lu
Josef Demm KG,Josef Demm KG,Passauer StraÃŸe 3 94078 Freyung,+4985514027,+4985517453,gibis.demm@t-online.de,https://www.josef-demm.de/
Ulrike RÃ¤del-Spielwaren&BÃ¼cher,RÃ¤del Ulrike,Brechete 5 72348 Rosenfeld,+4974281274,+4974283333,schreibwaren-raedel@t-online.de,http://www.schreibwaren-raedel.de
Reinartz Babyland,Reinartz Babyland GmbH,Lochhamer Schlag 10 b 82166 GrÃ¤felfing,+498989820000,+4989898200018,elke.schmid@reinartz-babyland.de,http://www.reinartz-babyland.com
Die Spielzeugkiste,Die Spielzeug Kiste Inh. Michael Golombeck,Ebersberger StraÃŸe 21 85570 Markt Schwaben,+4981069978917,,diespielzeugkiste@gmx.de,
mykÃ¤fer,"Silvia Beutl-Wienchol ""mykÃ¤fer""",HeiglhofstraÃŸe 4a 81377 MÃ¼nchen,+498932490464,+498932490466,schreib@my-kaefer.com,http://www.mykÃ¤fer.de
CRD Het Speelhuys Kampen Trein & Zo,CRD Spelgoed Het Speelhuys Kampen,Geerstraat 23-25 8261 HL Kampen,+31383338284,,info@hetspeelhuyskampen.nl,http://www.hetspeelhuyskampen.nl
Manfred Kappler,Spielwaren Kappler Inh. Waltraut Kappler,Pentenrieder Str. 9 82152 Krailling,+49898573713,+498989359986,hitz@spielwaren-kappler.de,http://www.spielwaren-kappler.de
S. Lutter Spielwaren,"S. Lutter KG Spielwaren, Alleininhaber Wolfgang Schmid e.K.",Karl-Stieler-StraÃŸe 8 a 82131 Stockdorf,+49898503366,+49898509403,lutter-@t-online.de,
Spielwaren Fuchs,Spielwaren Fuchs Albert Fuchs Inh. Irene GeÃŸler,Truderinger StraÃŸe 314 81825 MÃ¼nchen,+4989421289,+49894271376,haller@spielwaren-fuchs.eu,
Dumong,Dumong S.A.R.L.,24 Rue de Bastogne 9010 Ettelbruck/Luxemburg,+352818172,+352818503,jouets@dumong.lu,http://www.dumong.lu
ARS LIBRI,ARS LIBRI SARL,27 Rue Jean Baptiste Gelle 1620 Luxembourg,+352408350,+35226483041,info@arslibri.lu,http://www.arslibri.lu
JBF Toys and Trains S.a.r.l.,JBF Toys and Trains S.a.r.l.,147 Route d' Esch 1471 Luxembourg,+3526480820,,contact@jbftoysandtrains.com,http://www.jbftoysandtrains.com
Latour,V.O.F. F.R.M. Latour en G.M. Latour Camp,Mgr Bekkersstraat 7 5397 EJ Lith,+31412484126,,info@latour-lith.nl,http://www.latour-lith.nl
KiddyKlick,Susanne Adam KiddyKlick.de,KirchstraÃŸe 13 77743 Neuried,+4978079575991,+4978079575992,kiddyklick@aol.com,
Jecor Vakbouwmarkt,Jecor Vakbouwmarkt Speelhuis-Kampioen,Stationsstraat 30 a 3881 AD Putten,+31341352354,+31341351334,aalt@jecorvakbouwmarkt.nl,http://www.jecorvakbouwmarkt.nl
Cornelissen-Schoenmakers V.O.F Jovi Toys,Cornelissen-Schoenmakers V.O.F. Jovi Toys,Weidestraat 12 5241 CB Rosmalen,+31735212409,+31735212409,info@jovi-toys.nl,http://www.jovi-toys.nl
2T-Toys,2T-Toys Inh. Simone van Nuland,Orthen 16-18 5231 XS 's Hertogenbosch,+31620653022,,info@2ttoys.nl,http://www.2ttoys.nl
"ALDINGER Modellbau, Spielwaren",AMB Spielwaren Hoffmann Inh. Hans Hoffmann,Hintere DorfstraÃŸe 21 78554 Aldingen,+49742485434,+49742485090,info@amb-spielwaren.de,http://www.amb-spielwaren.de
Gerhard GrÃ¼nhagel,GrÃ¼nhagel Gerhard,HauptstraÃŸe 5 88361 Altshausen,+4975842038,+49758491632,monikagruenhagel@web.de,http://www.gruenhagelonline.de
Spielwaren K. Reisch,Spielwaren K. Reisch Inh. Karlheinz Reisch,HauptstraÃŸe 88 78549 Spaichingen,+4974242439,+4974246681,spielwaren-k.reisch@gmx.de,http://www.spielwaren-reisch.de
Rad + Spiel Attenberger,Rad + Spiel Attenberger Inh. Stephan Attenberger,Marktplatz 8 85625 Glonn,+498093906505,,info@rad-spiel.de,http://www.rad-spiel.de
Librairie Diderich,Librairie Diderich SARL,2 Rue Victor Hugo 4140 Esch-sur-Alzette,+35254083,,info@diderich.lu,http://www.diderich.lu
Spielwaren Fuchs Albert Fuchs,Spielwaren Fuchs Albert Fuchs Inh. Irene GeÃŸler,Ledererzeile 32 83512 Wasserburg,+49807140143,+49807150691,haller@spielwaren-fuchs.eu,
Brickfever Oisterwijk Sego Toys,BrickFever Oisterwijk,Pannenschuurplein 52 5061 WP Oisterwijk,+31612900477,,raymond@brickfever.nl,
Druckermax,Druckermax e.U. Markus Froschauer,St. Florian 84 4782 St. Florian an Inn,+4371235768,,info@druckermax.at,http://www.druckermax.at
Spielwaren Zorn,Zorn Spielwaren Inh. Burkhard Johannes Zorn,MarktstraÃŸe 22 88299 Leutkirch/AllgÃ¤u,+4975614236,+49756171894,burkhard.zorn@t-online.de,
Spielwaren HÃ¤rtle,modellbau hÃ¤rtle bei HAF PrÃ¤zisionstechnik,An der SÃ¤ge 3 87640 Biessenhofen,+49834298395,+49834298396,modellbau@haertle.de,http://www.haertle.de
Spielwaren RieÃŸ,Spielwaren-RieÃŸ Inh. Wolfgang RieÃŸ,OberamteistraÃŸe 18 78532 Tuttlingen,+4974612940,+49746179050,spiwariess@web.de,http://www.tuttlingen.de
Vaes,Vaes GmbH,Ziegler StraÃŸe 22 88271 Wilhelmsdorf,+497503631,+4975032179,vaes-gmbh@gmx.net,
Spielwaren Stephan Pfeiffer,Spielwaren Pfeiffer Inh. Stephan Pfeiffer,Stadtweg 15 24837 Schleswig,+4946219775577,+4946219775588,spielbaer@t-online.de,http://www.spielwaren-pfeiffer.de
LOSSEMINIFIGUREN.NL,Wonen & Spelen V.O.F.,Noordersingel 80 3781 XK Voorthuizen,+3155334138,,hans@losseminifiguren.nl,https://losseminifiguren.nl
Froschauer KG,Froschauer KG,HauptstraÃŸe 44 4770 Andorf,+432662145,,webmaster@druckermax.at,http://www.schrattenecker.biz
Dekkers Speelgoed e.V.,Dekkers Speelgoed B.V.,Hoofdstraat 113 5121 JC Rijen,+31161851050,,inkoop@dekkersspeelgoed.nl,http://www.dekkersspeelgoed.nl
Ingelberts,Huis Ingelberts BVBA,Bogaardenstraat 19 3200 Aarschot,+3216566223,+3216571094,ingelberts@skynet.be,http://www.ingelberts.be
Spiel & SpaÃŸ - Harald DemutH,Spiel & Spass e.U. Demuth Harald,Hauptplatz 32 4910 Ried i. I.,+43775288008,+43775288008,harald-demuth@aon.at,
MisterBricks,MisterBricks V.O.F.,Seestjer 12 9051 VD Stiens,+31588432345,,info@misterbricks.nl,http://www.misterbricks.nl
Sikma`s,Sikma's V.O.F.,Jongemastraat 5 8701 JA Bolsward,+31515573153,,info@sikmabolsward.nl,http://www.sikmabolsward.nl
Sabine's Kinderwelt,"Sabine Riesterer ""Sabine's Kinderwelt""",Freiburger StraÃŸe 8 79199 Kirchzarten,+4976619091750,+4976619091771,kontakt@sabines-kinderwelt.de,http://www.sabines-kinderwelt.de
Het Spoor,Kerselaers Henri Het Spoor,Parkstraat 90 3053 Oud-Heverlee (Haasrode),+3216407042,,Info.spoor@telenet.be,http://www.hetspoor.com
Modellbahn Inh. Michael HÃ¶pfer,Modellbahn Michael HÃ¶pfer,Oberdorfer StraÃŸe 5 88085 Langenargen,+4975433029064,,mhoepfer@web.de,http://www.lokomofreund.de
KelCha Toys 4 Kids,KelCha Toys 4 Kids Gerard Willy Rutgrink,Gouw 21 1621 HA Hoorn,+31620267801,,info@kelcha.nl,http://www.kelcha.nl
"Duborg, Harrislee",Otto Duborg GmbH & Co. KG,Industrieweg 49 24955 Harrislee,+4946177324555,+494617732415,toys@otto-duborg.dk,http://www.duborg-toys.de
Harlaar Modeltreinen,Harlaar Modeltreinen V.O.F.,Badhoevelaan 53 1171 DB Badhoevedorp,+31206599494,+31206599491,info@harlaar.nl,http://www.modeltreinen.nl
Franz Kogler,Franz Kogler Seenland Buchhandlung,HauptstraÃŸe 42 5201 Seekirchen,+43621230112,+4362123011215,buch@unserebuntewelt.at,http://www.unserebuntewelt.at
Elektro Defrenne,Elektro Defrenne Inhaber Frank Defrenne e.K.,Menzenschwander StraÃŸe 2-4 79837 St. Blasien,+497672521,+4976729521,info@defrenne.de,
Zevenspoor,Zevenspoor Pieter Cornelius Schoonhoven,Noordelijke Dwarsweg 94 a 2761 GD Zevenhuizen,+31654266993,,info@zevenspoor.nl,http://www.zevenspoor.nl
Heiz Flawil,Heiz & Co Inh. Urs Heiz,Bahnhofstrasse 25 9230 Flawil,+41713931220,+41713935612,info@heizundco.ch,http://www.heizundco.ch
Zins Spiel & Action,Zins GmbH,InnsbruckerstraÃŸe 6-8 6130 Schwaz,+4352426904,+43524262252,spielware@zins.at,http://www.zins.at
Heiz Wattwil,Heiz & Co,Poststrasse 26 9630 Wattwil,+41719882766,+41719884125,info@heizundco.ch,http://www.heizundco.ch
Waldis Zwergenwelt,Andrea Waldl Waldis Zwergenwelt,Markt 10 5440 Golling,+436641802013,,zwergenwelt@sbg.at,http://www.waldis-zwergenwelt.at
Spielbrett,Spielbrett Loehrer & Co. AG,Andreasplatz 12 4051 Basel,+41612619741,+41612613475,info@spielbrett.ch,http://www.spielbrett.ch
Walti Spielwaren,Walti Spielwaren GmbH,Seetalstrasse 9 5703 Seon,+41627751133,+41627754008,spielwaren@walti.ch,http://www.walti.ch
BRICKPLANET,Eric De Bachere - Brick Planet,Moerstraat 111 9230 Wetteren,+32495384733,,e.debachere@gmail.com,http://www.jolico.be/nl/
Papeterie Schmid,AG Papeterie Schmid,Bahnhofstrasse 20 7302 Landquart,+41813221383,+41813228235,papschmid@bluewin.ch,http://www.papschmid.ch
Pfiff Toys,Pfiff-Toys GmbH DOB Outlet Brenner,ValentinstraÃŸe 9a 39041 Brenner,+3900472635044,,brenner@pfifftoys.com,http://www.pfifftoys.com
Kaufhaus Leyrer,Kaufhaus Leyrer GmbH,Unterer Markt 11 3261 Steinakirchen am Forst,+43748871216,+4374887121618,verkauf@leyrer.at,http://www.leyrer.at
Gustav FÃ¼hrlinger e.U.,Gustav FÃ¼hrlinger e.U.,Wiener StraÃŸe 14 3390 Melk,+43275252457,+4327525245714,g.fuehrlinger@gmx.at,
Pfiff Toys GmbH,Pfiff-Toys GmbH Sterzing Altstadt,Altstadt 8 39049 Sterzing,+3900472760646,,altstadt@pfifftoys.com,http://www.pfifftoys.com
Pfiff Toys,Pfiff-Toys GmbH,"MÃ¼hlgasse 19 39049 Val di Vizze, Pfitsch BZ",+390472760295,+390472762344,city@pfifftoys.com,http://www.pfifftoys.com
Letmaier Irdning,Letmaier Irdning GmbH,TrautenfelserstraÃŸe 207 8952 Irdning,+43368222778,+433682227784,spielwaren@letmaier.at,https://www.letmaier.at/
Pfiff Toys,Pfiff-Toys GmbH BIKA Zentrum,LorenznerstraÃŸe 18a 39031 Bruneck,+390474530490,+390474552683,bruneck@pfifftoys.com,http://www.pfifftoys.com
Pfiff Toys,Pfiff-Toys GmbH Maxi Mode Center Vahrn,EisackstraÃŸe 5 39040 Vahrn,+390472971017,+390472971018,vahrn@pfifftoys.com,http://www.pfifftoys.com
Pfiff Toys GmbH Maxi Mode Center,Pfiff-Toys GmbH Maxi Mode Center,J.- WeingartnerstraÃŸe 31 B 39022 Algund,+3900473443053,,algund@pfifftoys.com,https://pfifftoys.com/
Pfiff Toys,Pfiff-Toys GmbH Herilu,HauptstraÃŸe / EKZ Herilu 11 39021 Latsch,+390473720173,+390473720612,latsch@pfifftoys.com,http://www.pfifftoys.com
Pfiff Toys,Pfiff-Toys GmbH C&C Amort,MeranerstraÃŸe 9 39011 Lana,+3900473550113,,lana@pfifftoys.com,http://www.pfifftoys.com
Pfiff-Toys,Pfiff-Toys GmbH Twenty,Galileo Galilei StraÃŸe 20 39100 Bozen,+3900471095420,,info@pfifftoys.com,https://pfifftoys.com/
Spiel KÃ¼che Holzer,Sonja Holzer KÃ¼chenland u. Spielwaren,Grazer StraÃŸe 27 8850 Murau,+43645274412,,spiel-kueche-holzer@gmx.at,https://spiel-kueche-holzer.at/index.php/spielware
Spielwelt,Spielwelt der Marini Eva,Albertus Magnus Platz 7 39057 St. Michael Eppan,+390471664820,+390471664820,info@spielwelt.it,http://www.spielwelt.it
Pfiff Toys Maxi Mode Center,Pfiff-Toys GmbH Maxi Mode Center,KaltererstraÃŸe 55 39057 Eppan,+390471664638,+390471673277,eppan@pfifftoys.com,http://www.pfifftoys.com
LaLeKuLa,LaLeKuLa e.U. Auhofcenter,Albert-Schweitzer-Gasse 6 1140 Wien,+43642211648,,einkauf@lalekula.at,https://lalekula.at/
LaLeKuLa,LaLeKuLa e.U. Mag. Andrea Edinger,Neubaugasse 33 1070 Wien,+4315221693,+4319907107,einkauf@lalekula.at,http://www.lalekula.at
LaLeKuLa e.U.,LaLeKuLa e.U. Mag. Andrea Edinger,Lindengasse 34 1070 Wien,+4315221693,+4315221693,einkauf@lalekula.at,http://www.lalekula.at
Sport & Spiel SchÃ¶ffmann,Martin SchÃ¶ffmann e.U.,Hauptplatz 22 8820 Neumarkt,+4335842185,+43358421854,schoeffmann.sport.spiel@aon.at,
Spielwaren Heinz,Spielwaren Heinz Karin Peck e.U.,Unt. Hauptstr. 45 7100 Neusiedl am See,+4321678873,+43216788733,karin.peck@gmx.net,http://www.spielwarenheinz.at
Tonisbox,Anton Handler - tonis box,HauptstraÃŸe 34 2640 Gloggnitz,+4366246744,,info@tonisbox.at,http://www.tonisbox.at
Pfander,"Papeterie, Buchhandlung Gerhard Pfander",Bahnhofstrasse 14 3770 Zweisimmen,+41337221281,+41337221284,papeterie.pfander@gmx.ch,http://www.papeterie-zweisimmen.ch
Pfiff Toys,Pfiff-Toys - Belluno CENTRO COMMERCIALE VENEGGIA,Via Vittorio Veneto 289 289 32100 Belluno,+3904371944340,,belluno@pfifftoys.com,https://pfifftoys.com
Donolo,Donolo Handelsges m b H,Dr.-Karl-Renner-Gasse 20 8160 Weiz,+4331722642,+43317226424,donolo@aon.at,http://www.donolo.at
